place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text,label,score
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,80d154778c75ea5f8cf7e246f3b8573c,4,,2 years ago,2022-03-29 11:30:18.871,,,,0,31.0,32.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,404a66922e7e8e78007ce7385fa48ce1,1,Good news from the looks of it.. slow service...,2 years ago,2022-03-29 11:30:18.887,,,,0,8.0,10.0,0.0,Indah khabar dari rupa..servis slow...,,positive,0.996588468551635
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,812327aba1861d14d5cbd9666abec3bd,4,"Delicious menu, never disappoints.",2 years ago,2022-03-29 11:30:19.521,,,,0,159.0,414.0,1.0,"Menu sedap, xpernah mengecewakan.",,negative,0.994310975074768
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,c29f93ac3def7047a29070c3250c135d,4,,2 years ago,2022-03-29 11:30:19.521,,,,0,,,,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,656b1ef991a03a36bc65dcbe4811db4e,2,,2 years ago,2022-03-29 11:30:19.538,,,,0,4.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,550f76efb4c25438c59bef1d836ec104,2,,2 years ago,2022-03-29 11:30:19.538,,,,0,3.0,26.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,93c3f7bfdfad735b6f51112c631fb939,4,Its DELICIOUS. Pizza is DELICIOUS. Interesting because of the edge of the rice fields and many options,2 years ago,2022-03-29 11:30:19.554,,,,0,91.0,73.0,1.0,Peknga SEDAP. Pizza SEDAP. Menarik sebab tepi sawah dan banyak pilihan,,positive,0.996851742267608
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,446a856583f558b6bf7c737cf97151fb,4,There are many kinds of food according to the tastes of Malaysians and the prices are quite reasonable. The location is quite quiet with a view of rice fields. Please come early to avoid getting stuck with the crowd.,2 years ago,2022-03-29 11:30:19.554,,,,0,44.0,35.0,0.0,Banyak aneka makanan mengikut selera orang Malaysia dan harga agak berpatutan. Lokasi agak tenang dengan pemandangan berlatarkan sawah padi. Sila datang awal supaya tidak tersangkut dengan sesak orang ramai.,,negative,0.998443663120269
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,1269206b50f08997ac972dcebbab3ab3,3,"You can order first then pay when the food arrives. Many options but moist like a mobile phone. For large groups, its a little difficult to find a seat because its always crowded. Overall okay",2 years ago,2022-03-29 11:30:19.554,,,,0,68.0,33.0,1.0,Boleh order dulu pastu bayar bila makanan sampai. Banyak pilihan tapi lembab macam hape. Untuk group yang besar susah sikit nak cari tempat duduk sebab sentiasa crowded. Overall okay jee,,negative,0.995615601539611
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,ee23fb20f4e58bf23cd58292f196c357,5,,2 years ago,2022-03-29 11:30:19.571,,,,0,,,,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,3ac446ffb1832f79c855f19a90fa5e7c,5,,2 years ago,2022-03-29 11:30:19.571,,,,0,5.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,b8376a936447c56173334c423a6ef767,3,,2 years ago,2022-03-29 11:30:19.571,,,,0,125.0,,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,bbc56f5106da6b3200c9f056d22775a3,3,,2 years ago,2022-03-29 11:30:20.303,,,,0,,,,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,2cc931b0dc8b6d68d91a614f984905a7,5,Come early because tables are limited. All the food is delicious. The best Arabic bread,2 years ago,2022-03-29 11:30:20.304,,,,0,53.0,59.0,1.0,Dtg awal sebab meja limited. Makanan semua sedap. Paling sedap roti arab,,positive,0.997361242771148
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,1d429358def40df3b2d4631e9132205d,5,,2 years ago,2022-03-29 11:30:20.304,,,,0,14.0,5.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,37c9211e923d65fc0b7b3415ff0cde24,5,Good,2 years ago,2022-03-29 11:30:20.304,,,,0,33.0,5.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,67fc1e1383725b12366511790790ec3a,4,Its okay... its okay.... hills sight scenic just...,2 years ago,2022-03-29 11:30:20.304,,,,0,63.0,153.0,1.0,Boleh lah... boleh la.... hills sight scenic jer...,,positive,0.996451735496521
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,03b817aa14fd0e5f0920c681aaa22fce,5,,2 years ago,2022-03-29 11:30:20.321,,,,0,14.0,4.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,4cf5100a3ae54eced789a919bdec1f69,1,To the sea,2 years ago,2022-03-29 11:30:20.321,,,,0,87.0,498.0,1.0,Kelaut,,negative,0.990382850170135
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,31edc5d4ea566f82607bf4c64f7fd713,4,,2 years ago,2022-03-29 11:30:20.337,,,,0,4.0,,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,41cf5f8af16246e5cc3e92ad8853de74,5,,2 years ago,2022-03-29 11:30:20.337,,,,0,1.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,a0dbf1cf39538bf7ceb884dcb34f2569,1,"Very bad experience for breakfast, lontong with liquid soup, rice, meat a bit tough to chew, ordering water was slow to arrive",2 years ago,2022-03-29 11:30:20.337,,,,0,125.0,1158.0,1.0,"Very bad experience untuk sarapan pagi, lontong kuah cair, nasi daging agak liat untuk dikunyah, order air lambat sampai",,positive,0.996812403202056
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,5a69de8dc783db41a9fa3bd5c11abeaa,5,,2 years ago,2022-03-29 11:30:21.488,,,,0,18.0,139.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,5b92651d9f0121fada0e7687723143a7,1,,2 years ago,2022-03-29 11:30:21.488,,,,0,1.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,26c16ef8e650fa34f2f13c32541a5f06,4,,2 years ago,2022-03-29 11:30:21.488,,,,0,,,,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,df0cccce95a8b75c35b9bdffe21c93a0,1,"Whats the point of going here .. Im wasting my time .. Im going to eat at a normal place thats quiet .. its the same .. you guys are all fooled by this viral .. its just as good as other shops, if you know the shop, read this, Im sorry yes",2 years ago,2022-03-29 11:30:21.504,,,,0,3.0,,0.0,Xpayah le pegi sini .. buang masa ja .. pi pegi makan kat tempat biasa lagi tenang .. sama ja .. korang xyah terpedaya dgn viral ni .. sama ja sedap ngan kedai lain huhu kalau tauke warung baca ni saya minta maaf nah tu ja .,,negative,0.999162912368774
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,85a2ec18fe7524dfb275ad82a909ef85,5,"Lot of varieties, kuey teow and roti arab is recommended. Full house during school holiday. Beautiful scenery with paddy field view.",2 years ago,2022-03-29 11:30:21.504,,,,1,82.0,25.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,a219ff7c08e2642e3502547b235b6f96,3,The view is very nice but the food is only adequate. The service is a bit slow because it can get very crowded.,2 years ago,2022-03-29 11:30:21.504,,,,0,22.0,6.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,c575a0c70b581cbb0eba20f30ddecfd1,5,"Splendid experience, good food beautiful view of paddy field",2 years ago,2022-03-29 11:30:21.521,,,,0,9.0,7.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,2522488470fd56c1ea3a15e9ae50d4f0,3,,2 years ago,2022-03-29 11:30:21.521,,,,0,10.0,4.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,82615e8369ac495541eb8bd858edd15c,5,"Delicious, Best..must come.",2 years ago,2022-03-29 11:30:21.537,,,,0,42.0,221.0,1.0,"Sedap, Terbaik..mesti datang.",,positive,0.997314393520355
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,72c49df7a89ce7d458b2eb027ace4783,4,Nice view. Nice pasembur.,2 years ago,2022-03-29 11:30:21.537,,,,0,87.0,126.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,8a5d02f3930949212901f5be4c37b694,1,"Unfortunately,it is not as scenic as it used to be when u are having yr food becos its mostly blocked by the large extension of the building.Morever the owner is unable to cope with the increased nos of visitors resulting in poor services.I sincerely hope some remedies to the problem is taken otherwise in my opinion,the business will hv less repeat customers.",2 years ago,2022-03-29 11:30:22.621,,,,1,79.0,8.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,377c9697bde803854fbb6bec472a9e10,4,"Stunning view. But u have to come earlier . 6.30am opened. Around 7am arrived is the best. Of not..u will long queue for parking,  food and table      the peknga is really nice.highly recommended .. the rest is ok.",2 years ago,2022-03-29 11:30:22.637,,,,2,302.0,1577.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,b858771ae930e36fd8737d7f692b401b,3,,2 years ago,2022-03-29 11:30:22.637,,,,0,51.0,477.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,b899392c86fd179fd8c236b516105e87,5,Nice view while breakfast enjoy the fresh air with surrounding of paddy field. Relaxing our mind.,2 years ago,2022-03-29 11:30:22.637,,,,2,5.0,18.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,5a667fd7dfe91d4125e06e1215662def,5,The best menu.. the best peknga.. delicious...,2 years ago,2022-03-29 11:30:22.654,,,,0,7.0,,0.0,Menu terbaik.. peknga best.. sedap...,,positive,0.997356653213501
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,2642785329d61cc4dd649274dbbc18f5,5,,2 years ago,2022-03-29 11:30:22.654,,,,0,4.0,32.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,ef57162b154f9a6e9fdf15aa5450bab4,5,,2 years ago,2022-03-29 11:30:22.654,,,,0,,,,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,7349889f633bf9765e0a8370e49793f8,5,Nice food with amazing view.. but too crowded people..,2 years ago,2022-03-29 11:30:22.671,,,,0,20.0,12.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,6700732a1a52b82a1427400997d55ed4,5,,2 years ago,2022-03-29 11:30:22.680,,,,0,10.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,0183f40f8b5811a71c4d399688d5e166,1,Valve... Anjay,2 years ago,2022-03-29 11:30:22.696,,,,0,28.0,30.0,1.0,Katup... Anjay,,negative,0.979029655456543
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,4857877714f3f10b2b6ead3a59936529,5,Beautiful view to take pictures. Provide a variety of breakfasts. 8-10 am quite a lot of people. After 11 oclock there are few customers.,2 years ago,2022-03-29 11:30:23.337,,,,1,139.0,287.0,1.0,View cantik untuk mengambil gambar. Menyediakan pelbagai jenis sarapan. Jam 8-10 agak ramai orang. Jam 11 keatas kurang sikit pelanggan.,,negative,0.998155176639556
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,ffc040409176f693ba8648d554698c2d,5,view win,2 years ago,2022-03-29 11:30:23.353,,,,0,227.0,70.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,7163907f0a8f591e3d54a7061d990db8,4,,2 years ago,2022-03-29 11:30:23.354,,,,0,,,,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,52be8dd0961b9000ad4a904acc24be24,4,Its best to hang out for breakfast here.. because hes the best..,2 years ago,2022-03-29 11:30:23.354,,,,0,66.0,73.0,1.0,Best lepak tuk sarapan sini..peknga dia terbaik..,,positive,0.997207224369049
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,30e9d79f7568f56306792e3370a9c4a4,4,Overall the experience was nice. Nice view of the greenery paddy field. Not sure whether it will look that nice after harvesting. The seats are plenty and variety spots. The food are so-so,2 years ago,2022-03-29 11:30:23.370,,,,0,37.0,35.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,5ddfd54b21262cf758d8e5ca8cd3ffac,5,"Tiptop   Reminds me of a viral place, the service is slow, but the food is actually fast when the order arrives   The pown food is delicious, but the bubble iced tea is really good. The best view is really beautiful",2 years ago,2022-03-29 11:30:23.370,,,,1,53.0,57.0,1.0,Tiptop   Ingatkan tempat viral servis slow tapi sebenarnya laju je makanan order sampai   Makanan pown boleh tahan la sedap tapi air teh ais buih dorang mmg sedap. Yg paling best view mmg cantik,,negative,0.998134434223175
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,8a9b4645c23833c878aa19ac4c9f132b,4,Everything for breakfast you can eat...,2 years ago,2022-03-29 11:30:23.388,,,,0,133.0,61.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,edc2f84708f90201b2f2324f8ddff78b,1,Overrated with bad services.,2 years ago,2022-03-29 11:30:23.388,,,,1,1.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,b3e47d60bff347cd7c5a142c60cbbaf2,1,"Interesting place but disappointing service. When paying and giving reprimands in Perli, we are the only ones to reprimand and other people dont even reprimand. Im so sorry and not sincere.",2 years ago,2022-03-29 11:30:23.388,,,,0,1.0,,0.0,Tempat menarik tetapi servis mengecewakan. Bila bayar dan beri teguran di perli pula kata kita saja yg tegur dan org lain tak tegur pun. minta maaf mcm perli dan tak ikhlas.,,negative,0.999094009399414
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,286db18224f281c2897a131951d9c278,1,Bad services. Rude cashier. First come last serve. Table not cleaned. Overrated.,2 years ago,2022-03-29 11:30:23.404,,,,1,1.0,,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,50d4a5aa85347249ea87c1e14ff6baee,1,"Bad service, I know my family and I go on Sunday and there are a lot of people.. I already know and dont care why I want to try this viral shop. Waiting to get a table, when you get a table of plates, glasses and leftover food people before the table is full, ask the workers to clear the table but they dont come to clear it many times to know if they dont come too. Nope clean the table yourself. To get self-service food, you have to stand in line for a long time, its okay to stand in line even if its long and you finally get food and have to go back and forth to take food and bring it to the table. Then I went to my sister because she was queuing to order water, so the employee took the order for water and I asked the person who sent it for water, she admitted yes... so my sister and I went to the table and ate the food we were waiting in line for. Look at other people who came late to get drinking water first... when I told the employee who took the order, he said yes... I cant wait anymore.. I have to wait and the water that I ordered didnt arrive. My family and I decided to go and pay for food without waiting for the water that didnt arrive. When paying, when I was reprimanded, the cashier said that I was the only one who said that. Before that I looked at the customer at the table next to me waiting for water. He went to pay straight away, even said to cancel. I have a heart again, so let me know and reprimand. But it was answered like that. We understand that there are many customers, not enough staff. I was angry, I told him to go back. Im not asking for weird things, Im reprimanding basic things. 1st come 1st served. Table cleanliness, I didnt talk to the cashier, I just added it in Google reviews. Angry, its nice to be answered with pearls. We leave a review so that lessons are taken seriously.",2 years ago,2022-03-29 11:30:24.689,,,,0,3.0,,0.0,"Servis teruk, saya tahu saya dan keluarga pergi hari ahad orang pun ramai..saya sedia maklum dan tak kisah sebab nak cuba warung viral ni. Menunggu utk dapat meja, bila dapat meja pinggan, gelas dan sisa makanan org sebelum tu penuh meja, minta pekerja kemas meja tapi tak datang juga kemas bnyk kali bagi tau tak dtg juga. Takpa lagi kemas sendiri meja. Utk ambil makanan layan diri, beratur sendiri dah la panjang, tak apa lagi beratur ja walaupun lama dan akhirnya dapat makanan dan terpaksa berapa kali ulang alik ambil makanan bawa p kat meja. Pastu p dekat adik sebab dia beratur nak order air pastu pekerja tu ambil order air dan saya tanya air sat lagi mereka yg hantar dia mengaku ya... so saya dan adik terus pergi kat meja dan makan makanan yg beratur tadi.  Pastu tengok org lain yg datang lambat dapat air minuman dulu...bila bagi tau kat pekerja yg ambil order tu dia kata sat ya... takpa sabar lg..tunggu punya tunggu tak sampai juga air yg di order. Saya dan keluarga nekad utk pergi bayar makan sahaja tanpa tunggu air yg tak sampai2. masa bayar bila di tegur, cashier tu perli pulak dia kata saya sorang ja yg cakap mcm tu. Sebelum tu saya tengok customer meja sebelah saya x tunggu dah air. Dia pergi bayar terus ja, cakap cancel pun dak. Saya ada hati perut lagi, pi bagi tau dan tegur. Tapi dibalas mcm tu. Kita faham ada ramai customer, x cukup kakitangan. Yang saya marah tu, saya tegur dia perli balik. Bukan saya mintak pelik2, saya tegur benda basic. 1st come 1st served. Table cleanness, saya x cakap dekat cashier, saya baru tambah dalam Google reviews. Geram, ckp baik2 dibalas dgn perli. Kita tinggalkan review supaya diambil pengajaran secara serius.",,negative,0.999132812023162
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,99c25444adbbffc669bd53e176758b35,3,"Good food, and nice view. .but you have to bring your own drink. I havent get my drink at all. Owner need to rearrange again the system.",2 years ago,2022-03-29 11:30:24.689,,,,0,284.0,564.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,0a93e5f17a0b3d063c266d6d002e069e,4,,2 years ago,2022-03-29 11:30:24.700,,,,0,3.0,9.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,e9a9843d5a009151ae882b0925d366a6,5,Apom & fish gulai are excellent. Soto also good. Half boiled eggs on toast excellent but cold Sate was a let down.,2 years ago,2022-03-29 11:30:24.707,,,,0,435.0,410.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,43e159804e4d1e4ccf1a3610edbd4be9,5,,2 years ago,2022-03-29 11:30:24.712,,,,0,44.0,173.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,ad17ddb59c4419b8e729a4ef9c039809,3,Many menu choices...,2 years ago,2022-03-29 11:30:24.715,,,,0,20.0,27.0,0.0,Banyak pilihan menu...,,positive,0.981060981750488
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,c91fa0472c80402402e3135fbfef4ca6,5,The food and drinks are simply delicious. Service staff friendly and customer friendly. The atmosphere is beautiful and calms the mind. Best regards from Sentul people. Well done.. I give 10 stars.,2 years ago,2022-03-29 11:30:24.721,,,,0,10.0,4.0,0.0,Makanan dan minuman sedap sedap belaka. Staff Service peramah dan mesra pelanggan. Suasana indah dan menenangkan minda. Salam Terbaik dari orang Sentul. Syabas..  saya bagi 10 bintang.,,positive,0.997208774089813
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,7f0fcdb356cc473372b783d8904a5bac,2,"Good place for breakfast if not crowded. Came on Sunday at 8:30am and already full house. Order nasi lemak. Boiled egg finished. Cucumber finished. Peanuts finished. Order drinks, finished eating & drinks not yet served. Remind waiter multiple times. Wify order satay, finished. Otak2 also finished. Guess too many customers not good for business.",2 years ago,2022-03-29 11:30:24.726,,,,0,505.0,2581.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,dadd6089c262ed839f17a516f1cd1b8b,3,"First time here.. the atmosphere is beautiful. but the service is ok. water for one hour, the brew order arrived.. as well as the food that was ordered. very slow to arrive. the owner needs to improve the service performance in order to be more advanced in the future.",2 years ago,2022-03-29 11:30:24.730,,,,0,11.0,73.0,1.0,First time ke sini..suasana mmg cantik.tp servis x ok. air sejam order bru sampai.. begitu juga dgn mknan yg dipesan. sgt2 lmbat smpai. owner perlu pertingktkan lg prestasi servis agar lbh maju di kmudian hri.rsa mknan so so je..,,negative,0.610329687595367
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,1339fee902860c3b1f33048fe0718fcb,5,Very best... interesting view... so delicious,2 years ago,2022-03-29 11:30:24.735,,,,0,19.0,72.0,1.0,Sangat best... view mnarik...mknn sedappp,,positive,0.997275292873382
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,ab5890e3639a2d2d11e14a7e4b8e978c,5,,2 years ago,2022-03-29 11:30:27.674,,,,0,5.0,76.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,7417f3b054d205e6d5b2997c60e8f59d,5,The food is ok but it is not systematic to order food and so on... it is better to come early to get a comfortable seat,2 years ago,2022-03-29 11:30:27.681,,,,0,5.0,,0.0,Makanan ok tapi kurang sistematik nak order mkanan dn sebagainya...datang awal better untuk daapt tempat duduk selesa,,positive,0.996957778930664
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,3ddd60e7460ddd9f6a4ee27d21a554b9,5,"Good food, price affordable. Place is always packed with customers.",2 years ago,2022-03-29 11:30:27.697,,,,0,23.0,31.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,2bffefd807515390d04d1900dd85c8d8,4,,2 years ago,2022-03-29 11:30:27.710,,,,0,26.0,1.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,c08665cea13811dabd16155fcc410a4d,5,,2 years ago,2022-03-29 11:30:27.719,,,,0,21.0,3.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,5609e4c25c409907b359afaec36b88e7,4,,2 years ago,2022-03-29 11:30:27.726,,,,0,7.0,1.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,056bbbcdbf29bf03209d3e4bb57c4f73,4,,2 years ago,2022-03-29 11:30:27.730,,,,0,8.0,12.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,85e04e7bc1e6f26e5b38da07f85e1aa2,3,Nice spot for breakfast. Many variety from tradisional pulut ikan masin to western bread plus boil egg. Good view but a little bit crowded because of viral.,2 years ago,2022-03-29 11:30:27.736,,,,0,452.0,171.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,82ef086a1fb5106c1314ad4069802801,4,Bfast with a view...what more can I say...,2 years ago,2022-03-29 11:30:27.742,,,,0,40.0,53.0,0.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,769d68203b1ab5532ba1f986e88912d6,5,There are many options for the breakfast menu here. Another one here won the view.. Lawa,2 years ago,2022-03-29 11:30:27.747,,,,0,387.0,237.0,1.0,Byk pilihan menu breakfast kt sni. Lg satu kt sni menang tang view la.. Lawa,,positive,0.997284054756164
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,ae56d7f299cfc3efcf8666b6604d3a5c,3,"The food is bland, the shop has a lot of customers. the focus is on tourists. less staff. the order doesnt arrive.",2 years ago,2022-03-29 11:30:28.392,,,,0,100.0,32.0,1.0,"Makanan sedak,kedai ramai pelanggan.tumpuan pelancong.kurang kakitangan.oder tidak sampai.",,negative,0.993377029895782
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,cb6fd28c86d5f29a39476e34cd2c3337,5,,2 years ago,2022-03-29 11:30:28.398,,,,0,1.0,37.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,41f58bc71e1346d59aac4e0618c49bf5,4,Nice place for photography with mountain & paddy field sights,2 years ago,2022-03-29 11:30:28.402,,,,0,24.0,,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,8af7fad70dc0057b3255453af17c3487,4,Various of food.,2 years ago,2022-03-29 11:30:28.407,,,,0,174.0,189.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,5714848d330d9ca073b402704413d872,5,,2 years ago,2022-03-29 11:30:28.412,,,,0,22.0,11.0,1.0,,,,
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,77a14323291ee541b1c2963141bcce1b,5,"It would be good if the owner / operator controls the flow of customers at the front door based on the availability of tables to ensure that customers can enjoy breakfast by following the queuing procedure. Disappointed to see that customers who came early still did not get a table while those who came late got a table because there was no organized system for customers. With a system like this, you can have breakfast in peace while enjoying the view of the rice fields without interruption from customers who cant wait for other customers to finish their breakfast because they want to grab a table.",2 years ago,2022-03-29 11:30:28.418,,,,0,212.0,44.0,1.0,Alangkah baik sekiranya pemilik / pengusaha mengawal aliran masuk pelanggan di pintu hadapan berdasarkan kekosongan meja untuk memastikan pelanggan dapat menikmati sarapan dengan mematuhi prosedur beratur mengikut giliran. Kecewa melihat pelanggan yang datang awal masih belum dapat meja sedangkan yang datang lambat dapat meja disebabkan tiada sistem teratur untuk pelanggan. Dengan adanya sistem begini barulah boleh bersarapan dengan tenang sambil menikmati pemandangan sawah padi tanpa gangguan dari pelanggan yang tak sabar menunggu pelanggan lain selesai bersarapan sebab nak merebut meja.,,negative,0.998619437217712
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,c127e9cd27fa3408e5c3aab8692fa9df,5,"Its still crowded on weekdays, not to mention weekends. There are two levels of dining room. The menu is all delicious.. There is a certain menu such as roti bakar with nasi lemak, you have to take the secret below.. The food we order, we only get to the table and then we have to pay.. But the water we drink with the menu we have to take with us, we want to pay at the counter. So prepare small money ready Parking is very limited, its on the side of the road.. If you bring small children, be careful.",2 years ago,2022-03-29 11:30:28.426,,,,2,17.0,48.0,1.0,"Datang weekdays pn still ramai, apatah lg weekend. Ada dua tingkat ruang makan. Menu smuanya sedap..Ada certain menu mcm roti bakar dgn nasi lemak kena ambil sndri kt bawah.. Makanan yg kita order, smpai kt meja je trus kena bayar.. Tp air mnuman dgn menu yg kena amik sndri,nk balik bayar kt kaunter. Jadi sediakan duit kecil siap2 Parking sgt limited, tepi jln pulak tu.. Kalau bawak anak2 kecil kena hati2.",,negative,0.995493412017822
ChIJ556mrCaaTDARkPwRivlgYsQ,Warung Tepi Sawah 2769,dd7ee078224f38180b5bb7f263a193fb,4,,2 years ago,2022-03-29 11:30:28.432,,,,0,1.0,,0.0,,,,
