review_text,label
Padu..smua best,positive
Seronok,positive
Bihun sup,positive
Service lambat..  kena cepat skit buat air. Menunggu 15 minit .,negative
Semua makanan dan minuman di sini overrated dan tak sedap.,negative
"In love sangat dengan beverages & desserts dia. Sangat2 suggest to try is the Grasa chip chocolate biscuit tu. Terlazat diabad ini. Cuma 1 je, i hope sgt in future TFF blh masukkan menu makanan yg dlm peti ais tu dkt dlm menu in FoodPanda, means customer blh order dr rumah.",negative
Mantap dan sedap...,positive
Tempat me time lepas balik kerja,negative
"Terbaik. Makanan sedap, kek sama taraf secret recepi. Berbaloi dgn harga. Recommended sgt2",positive
"Cafe deco simple sahaja. Konsep dine in makan dalam tupperware (menu macam spagetti, meatball dll)",positive
best place to mengopi di kangar..dtg awal bnyk choice kek..,negative
Best hhaha saya sukaaa,positive
Opkos la semua sedap2,positive
Kek red velvet  sedap .banyak tempat duduk. Nice place to visit. Coffee laate sedap jugak.but x sesuai kalau family besar nk mkn sini.kalau nk chill2 sesuai la.,positive
tempat cantik! makanan pun sedap dan harga pun oklah,positive
"Kalau nk mkn kat situ lebih baik thari dan ptg, stok mknan akan sampai waktu thari. Sistem no kadang2 akan ikut no dipaparkan. Kdg2 panggil dgn mulut",positive
Tempat selesa..semua jenis kek  air n makanan lainmmg terbaik n mantopppp...I love tff cafe,positive
Sedap juga..,positive
Sy suka kopi kat sini. Best..,positive
Pelbagai pilihan makanan. Ais krim teh hijau yang paling best. Tapi masa menunggu hampir 30 minit untuk semangkuk aiskrim. Harap boleh diperbaiki,positive
Caramel machiato vs starbuck mmg jauh jugak rasa dan nikmat tu.. Tp berbloi la dgn harga.,positive
Mantap sedap,positive
"Tempat makan selesa ada a/c, greentea frappe sedap tak manis sangat, just nice    banyak pilihan makanan, western food, desert, biskut, dan macam2 lagi . Memang terbaik . Boleh buat port lepak . Harga pon tak mahal sangat, dan amat sangat berpatutan ya . Sekian terima kasih",negative
Lama tunggu lebih 30 minit,negative
Semua sedap. Especially tauhu bergedil dan kopi kampung,positive
Cake dap em. Latte pun ngam,positive
Makanan sedap pastu perniagaan dia bijak,positive
Makanan2 yang sangat berbaloi,positive
"makanan menarik2 dan sedap. Jangan lupa dapatkan Rempeyek Ketagih Cheese Tomato Spicy dengan harga RM25 500gram. Dah makan sekeping, habis sebalang.",negative
cafe terbaik.. mcm2 ada.. semua sedap2,positive
"Sedap, harga murah stading Starbucks",positive
Air yg enak. Makanan yg sedap. Tempat yg selesa. Staf yg baik. Semoga ada lebih kemajuan di masa hadapan. Love this cafe so much..,positive
Starbucks of Perlis. Cant deny the quality. Good job anak melayu,positive
Nyum nyum kenyang beb,positive
"The best cafe in perlis. Semua cookies dan kek sangat sedap. Very recommended. Pelbagai jenis kek ada, lagi sedap dari secret recipe. Takkan menyesal kalau datang sini, sambil2 makan kek kena dengan mango shake, terbaik. Rasa mango shakenya mmg ori buah, dan xmanis. Ada aiskrim skali dia letak. Latte juga sedap, smooth lebih kurang macam starbuck dah. Kalau datang sini juga, jangan lupa beli cookies yg sedap macam mini grasa dan dernmak yummies. Satu balang RM15 sahaja.",negative
wow..cafe dia sangat best gila!! food punya banyak n sedap! kek super delicious. burn cheesecake terbaik. creep cake pun terbaik.,negative
Saya rekemen utk try green tea ice blended.,positive
"Sedap sngt, nty nk repeat lagi",positive
"pelbagai jenis makanan tempatan dan barat dalam satu kedai.ada kek,kuih,spaghetti dan lain2.",negative
Kek sedap.. Boleh cuba lg,positive
"Serve frozen food cam blackpepper meatball, variasi pasta, dim sum, chicken grill juat pilih apa yg nak then nanti diaorg akan panaskan... utk dimakan sesuai utk yg nk cepat ..rush lunch.. pasta rate 3 star je, minuman plak semuanya sedap 5 star , meatball yg rm10 sedap! Cake slice  5 star... lain2 cakes yg 3 star je.. so average 4star la... oh ya ada cookies gak blom try semuanya tapi semuanya nampak macam sedap! penah beli choc chips cookies ja sgt byk chips yummy! Restaurant nice n cozi!",positive
Sedapp kek cuma soda ribena tu kurang ummphh ckit...kordial sikit sgt,negative
Ni tmpat seller fast food berkumpul.... Mksud aku seller tk makann kat sini and tff tolong jual...,negative
Semua ada... Best2... Cuma kalau pegi selalu penuh... Tapi tu tanda mmg best la tempat tu...,positive
Terbaik... Sedap semua,positive
Sedap sgt sgt,positive
Bad taste,positive
Nama kedai pon dah lain mcm.. Apa yg best kat sini.. Manggo shake dia.. Sedap walahhh... Harga standart la.. Nm pon cafe...,positive
kedai yang cantik dan selesa. pilihan kek yang banyak. tak rugi datang sini. recommended!,positive
Kek okay.. Tapi yg lain so2 jeee huhuhuhuhu,positive
Love it..byk pilihan,positive
Makanan kt sini semua sedap2 belaka..,positive
Kek byk choice and sedap2,positive
Suka,positive
Nak lepak jumpa client memang sesuai,positive
Makanan sedap. Service bagus. Keria gula melaka sedap. Sesuai untuk santai.,positive
banyak pilihan,positive
Banyak makanan sedap,positive
internasional.....,negative
biskut sedap,positive
Power bak ang,negative
Sedap  harga x mahal  welldone kualiti cegini,positive
"Banyak pilihan makanan, pavlova coklat sedapp",positive
Mocha ice kureng    ..agak pahit..nasi ayam penyet terbaik,positive
"Signature drinks di sini adalah Manggo Shake. Sedap dan lemak. Konsep macam Cafe Hispter. Santai. Pelbagai jenis makanan. Ada bebola pelbagai citarasa, spagheti, fettuccini, ayam grill, macaroni cheese, popia vietnam, chicken salad. Ada cookies dan kek.",positive
Kopi kaw,positive
"Coconut milk shake SEDAP,",positive
#longblack2shot #basqueburnicheesecake #tffcafe #kangarperlis,positive
Suka.  Makanan byk,positive
cake banyak pilihan..best...milkshake pon sedp...xterlalu manis..,positive
tempat yang menarik untuk minum sambil santai. konsep hiasan yang menarik.,positive
Banyak pilihannn...i likeee manggo shake terbaikk dari ladang,positive
"Nice cafe, minuman sedap, dessert banyak pilihan dari kek hingga ke cookies, makanan ready to eat x de makanan masakan cuma untuk dipanaskan semula. Tapi semua sedap dan berbaloi disini",positive
"Bagi aku ok coconut shake dia,bab ada isi nyok goreng hehehe",positive
"Alahai, capati lembut tapi kecil dan nipis. Layanan sangat tidak mesra. Order air hingga siap makan pun tak sampai-sampai. Sangat tidak puashati dengan kedai ini.",negative
Sedap.. Capati lembut sgt,positive
Sedap oi.kena mai lagi,positive
Capati kuah sardin rekeman sangat sedap dan lembut...nasi lemak juga sedap ...ramai orang waktu pagi,positive
"Capati dan sardin sedap, kotiau sedap cuma lebih kuah.",positive
Nice utk breakfast. Tambah baik lg. Akan singgah lg Di masa akan dtg.,positive
"Tarikh kami p : 30.12.2023 Sabtu, 9.30pm Capati elok lembut.. Kuah sardin termanis sikit je.. Org ramai.. Jadi lama sikit la menunggu.. Paling tak leh lupa, NASI GORENG DAGING dia ya ampun.. Sedap gilaaaa..",positive
Tak kedekut kuah sardin..,negative
"Roti capati, mmg TERBAIK. Ada 2 pilihan kuah: sardin dan kari ayam. Perlu sabar sket sebab capati dimasak dengan hanya menggunakan 2 kuali je. Tp, tangan tukang masak mmg laju, sangat cekap.",positive
"Capati melayu memang sedap.. Cuma Kuan ada dua pilihan Sardin dan kari ayam... Service pun bagus.. Air sedap.. Nasi lemak bungkus kecil,kena makan dua bungkus baru ngam..",positive
Capati lembut,positive
"Capati Labu Sayong ni memang tempat favourite dari dulu lagi  Capati sedap,goreng2 sedap dan ada yong tau fu juga.. Semua terbaik",positive
Capati dengan kuah kari sardin sedap. Nasi lemak bungkus yang sedap dengan 3 pilihan lauk .,positive
Makanan sedap dan berbaloi. Servis cepat!,positive
Kedai warung klasik yang menyajikan capati di Persiaran Makanan Bintong. Nak makan capati Melayu boleh datang sini. Kalau cuti panjang selalunya akan penuh dengan org luar. Kena tunggu lama sikit kalau datang waktu pagi.,positive
Cepat dan sedap. Capati lembut. Nasik lemak rm2 telur separuh. Kenyang mkn,positive
Capati sedap,positive
"kuah kena pelbagai sikit ja lagi,sardin dgn isi dia skali, kuah kari daging ka kambing ka skali isi...surrrr, capati lembut",positive
Masakan malam ada panas2 goreng2 dari stall tepi tue. Capati masih ada malam. Nasi lemak bungkus pun ada atas meja. Air order kt owner kedai.,positive
Capatinya sedap  lembut gebu terasa cair di mulut dicicah dengan kuah sardin yg banyak isi   kuah ayam pun banyak juga isi Makanan cepat smpai servic bagus Saya sekeluarga 5 orang puas hati makan dan akan datang semula,negative
Capati sedap...serve cepat..harga standard..tempat selesa,positive
Sedap gila.. daging bakaq depan kedai pun sedap jugak,negative
Capati yang sedap dan lembut dgn kuah sardin.,positive
Sedap. Roti telur rangup. Capati pun boleh tahan. Santai je makan.,positive
capati memang paling sedap sangat recommended. cuma service kurang mesra. kena lebihkan senyuman ketika interact dgn pelanggan,positive
Delicious capati and roti telur...,positive
Capati wajib try wkwkwkw,negative
Capati dia memang sempoi. Minima 4 keping woo. Mantap!,positive
"Makanan sedap (sarapan pagi ),harga murah layanan   kt sini kita blh lihat penggunaan gelas \ cawan yg pelbagai model,bentuk & klasik..",positive
capati dia lembut bakhang! sdap,positive
Chapati sedap.,positive
Capati terbaik stkt yg sy pernah rasa...2 hari berturut bfast kat situ,positive
sarapan pagi roti canai sarang burung.,positive
Capati dia memang lembut. Wife yang tak suka capati pun boleh tambah.,negative
Sedappp... Balik kampung je mesti singgah sini bawa adik beradik mak ayah.... Terbaikkkkk,positive
Roti canai sardin yang gebu dan garing. Capati pun sedap. Harga berpatutan.,positive
Anak memang suka capati sini. Habis tambah habis tambah.,negative
Recommended! Satu keping tak cukup. Goreng goreng pun sedap,positive
Capati lembut.elok.kuah baik.cuma kalu tambah banyak sikit pilihan makanan..lebih baik.skrg x ada apa.,positive
Capati kuah sardin & kari ayam sedap & boleh diterima selera kami. Servis pun cepat sebab abg yang buat capati tu mmg expert. Harga pun sangat berpatutan.,positive
"Capati lembut dan sedap. Pelanggan sentiasa ramai tapi tak perlu tunggu lama sangat. Ada nasik lemak, kuih muih, bubur dll juga di meja depan untuk pilihan lain. Recommended",positive
Makanan Alathai,positive
"Padu baqhang capati kuah sardin, patut memba oder sorang 3set, takdan 5minit cerahhh. Mantap boleh repeat n rekemen. Tempat pun ok, cuma kalau naik kereta tu susah sikit la nak parking hehehe tepi jalan kan.",positive
Capati yg sedap,positive
Capati sini sedap. Saya beli 20 biji buat mkn family. Nanti nak cuba mee udang dan goreng goreng lak,positive
Capatinya lembut bersama kuah sardin atau ayam..bawak balik pon makan esok pagi masih lembut goreng2 pon ade daging salai danok pon ade..,positive
"Sentiasa ramai pelanggan , makanan sedap .. perkhidmatan terbaik fasiliti lengkap suasana menenangkan dengan keindahan Bukit,",positive
Capati memang sedap. Terbaik. Lembut,positive
"The best capati,lembut dan sedap kena pulak dgn kuah sardin perghhhh..tapi kena bersabar tunggu",positive
"Sapa mai Bintong Perlis wajib singgap sini! Capati ummphh! Kuah tu mngkin blh bg kick lg,makanan panas kena cargas skit hehe",positive
"Capati kecik dan nipis bebenau. Nak nangis hakak nengok capati ko dek cicah dgn kuah daging dan sardin lak hanyutttt dek oii.. chair dan manis. Nasib baik Air Nescafee ko  sedap dek oii. Layanan kowang dah ok, cuma kowang kene modified capati dan kuah2 ko tuh.. hakak terpaksa bagi 2bintang dek. Lps 6 bulan hakak singgah lagi yer. Lagi satu, kowang kene jalan2 Cari makan dan rasa resepi pengusaha yg lain kalau nk maju. Apapun, keep it up dek ehhh...Maaf laa gambau x der nk post sbb sedey benau hakak nengok capati kowang..ciaciacia",negative
Sedap..bukan utk breakfast shj lunch pun ada,positive
Capati sardin + limau ais = Rm3.50,positive
"Capati paling famous dan sedapp, kami order 20 keeping sebab sedap giler",negative
"Makanan ok. Kuah sardin sedap. Lain2 takde masalah. Cuma toilet je, kotor. Harap perbaiki",negative
Capati kuah sardin mmg mantap. Nasi dagin bakaq order kt sebelah.... Pun padu,positive
"Lembab.. sumpah lembab. Hantar makanan carca merba tak ikut turn. Attitude hauk! Sampai sejam lebih baru hantar, itupun kena pergi tanya. Tak yah caya dengan ramai orang sebab masing-masing tunggu makanan tak sampai. Satu bintang sebab cicah sardin sedap.",positive
Kalau orang ramai masa menunggu boleh tahan...kedai ni ramai sbb kena tunggu lama.. rasa dia dah average biasa2 dah sbb tunggu lama..,negative
Capati dgn pilihan kuah kari ayam dan kuah sardin memang AAA,positive
Lambat. Dah sejam tunggu tak sampai lagi.,negative
Makanan sedap dan pelbagai,positive
Capati Melayu yg sedap dengan kuah sardin,positive
Sedapp terbaik Makanan disini adalah tempat persiaran makanan Bintong Di Perlis1,positive
Macam saya komen sebelum ni. Bab makan saya tak memilih sangat. Kawan kawan kata makan nasi goreng kurang sedap. Saya makan ok saja. Nasi goreng seafood.,positive
"Kedai Capati yang sedap , tapi makanan lain perlu diperbaiki lagi, tempat yang luas dan selesa , servis sederhana.",positive
Capati melayu sedap tpi comel jee... & nasi lemak bgks kecik pun sedap lmbt abis...,negative
"Terbaik, pendapat saya capati dia mesti kena order lebih daripada satu untuk kenyang, lepastu ada juga menu lain yang boleh try.",positive
Memang best capati nya. Order sampai banyak keping. Kari ayam perghhhhh,positive
Capati dia mmg sedap.. you tau foo pun sedap cuma tmpt sempit.. kena makan atas longkang yg ada bau jugak la...,negative
Lik,negative
Nasi girwng n mee udang special mmg sedapp. Terbaik,positive
Capati yang sedap.. panas serta kuah yang memikat selera.. juga terdapat hidangan lain yg umphhhh   sila cuba mee udang,positive
The best capati in town. 1 keping RM2. Kuah sardin yang sangat sedap.,positive
Best capati. Ada cikmak singgit. Jugak. Worth  your money.,positive
"Capati lembut mendamaikan, cicah dengan kari sardin tatkala gerimis pagi. Mm",negative
Chappati Sedap,positive
"Terbaik,semua staff peramah",positive
Sedap dan harga berpatutan,positive
Capati lembut dan kuah cicah pn sedap. Kuih2 pn sedap dan berlemak. Harga sgt2 murah kalo nk dibandingkn kt KL.,positive
Service laju and capati dgn roti arab dia sumpah sedap... Kuah sardin or ayam yall,positive
Capati paling sedap dalam dunia! Capati India pun kalah.,negative
"Chapati lembut, wangi n sedap",positive
Terbaik la punya capati,positive
Lauk menarik,positive
"Keadaan kedai yg cukup bersih,indah dan menenangkan sewaktu kita makan,dan makanan yg dioder baru dimasak,maksunya fresh and hot,fantastik.in perlis,may Allah bless the shop",positive
Chapati paling sedap dalam perlis,positive
Everything just nice especially roti capati & kuah sardin .,positive
Gud,positive
Capati sedap..satey sebelah kedai pn sedap,positive
Capati paling Nipis n Kecik,positive
Capati mmg terbaik kt area bintong ni..klau ble prlbagaikan menu capati ni msti lg best,positive
capati sedap..,positive
Sedap tapi tak boleh beat capati ceria kat baling..,positive
Murah sangat and sedap...,positive
"Capati sini memang sedap... Makan dekat situ, terus tapau bawak balik...",positive
Sedap..bleh dtg lagi kalau ke perlis,positive
Nice capati!!,positive
Kuah sardin memang best...,positive
Padu kot... Roti arab kuah sardin 5 star... Capati kuah kari ayam 5 star... Nasi lemak sambal bilis 4 star... Kena repeat lg nie... tq,positive
"Nice capati and roti arab. Nasi lemak RM1 also not bad, not spicy.",positive
Dl ok aku dok mkn capati. Skrg da keras kejung capati. Dgn kuah tiba2 manis bagai. Pakai dok dah la main mkn. Patut la mak aku da tak mau mai cini.,positive
Tempat yang selesa. Capati pon sedap,positive
Keenakan mee udang tak dapat dilupakan,negative
Barang mudah diperolehi,positive
Sangat sedap... Especially gulai ikan nyok2.capati torbaek...teh tarik buih sgt sedap. Gorengan 5*. Jenis sup or berkuah sgt menyelerakan.. 5* untuk capati Labu sayung,negative
Good capati,positive
Capati yang lembut & sedap.,positive
Love the capati tapi sayang gulai kambing takde,positive
Sedappp..,positive
Biasa2 je...harga pun bukan nye murah...baik gi kedai sebelah mkn roti canai melayu jugak,positive
Capatinya lembut.. Kuah sardin dan ayam sedap..,positive
Soft fluffy capati tapi one small request...kuah kasi panas sikit..,negative
Sedap bihun kuah telor sebiji,positive
Ok lah.. murah.. rm2 je sebijik... rasa ok ok je.. buat breakfast seblom gi office capati sardin sedap tapi byk bawang capati ayam ada ayam comel seketul..,positive
Capati baik.. kuah je makin cair dr tahun2 lepas.. ill give 5 star if u improve ur kuah sardin.. overall.. baik!,positive
Capati paling lembut saya pernah rasa setakat ini di mana mana...very special.,positive
Nice capati.,positive
Capati menepati citarasa dgn jari sardin,positive
Set gulai panas lambat sikit sampai. Tp capati superb dibaluti kuah sardin,positive
Rasa capati yang sngt lembut dn kuah yg sangat sedap. Recommended!!!,positive
Makanan banyak yg sedap,positive
Steady abg tu tebor capati..tepok2..msk...siapp..cicah lak gn kuah kari/saden..kene gn nes tarik panas..,positive
Kena jaga2 dgn kucing kencing merata,negative
Menu utama tentunya chapati.,positive
Capati labu sayung,positive
Capati dia terbaik bag ang,positive
Capati best!,positive
capati sedap,positive
Okok aja,positive
Capati yang lembut. Tak cukup satu.,negative
"Sorry to say..capati labu sayong dh xmcm dulu. Order capati sardin tp dpt capati bawang. Disebabkan ank suka mkn, so tpaksa la hadap walaupun capati sardin btukar jd capati bawang",positive
Semua makanan di situ lazat. Antara capatu paling lazat di perlis,positive
Roti lembut & sedap walaupun dah sejuk.,positive
Capati sedappppp,positive
Sedap! Mmg patut cuba,positive
Sedap!!!  Ada pilihan kuah samada sardin or kari ayam,positive
"Capati dan kari atau gulai temenung, terbaik.",positive
Sedap..,positive
Capati kuah sardin,positive
Penyediaan tempat dan makanan yg di order amat memuaskan.,positive
sedap... yum.. yum..,positive
Capati Labu Sayong & Nasi Gulai Panas,positive
Sedap capati dia..,positive
Capati dia memang urmmmphhhh !,positive
Makanan best,positive
Capati dia mmg A... 1 kompem x cukup...,positive
Empangan timah tasoh,negative
"Makan capati panas-panas di pagi hari memang sedap, kuah dia memang tiptop pekat. Order sekeping biasanya tak cukup. Capati nipis sedang elok tak tebal sangat jadi memang terbaiklah.",positive
"Tmpt wajib pergi stiap minggu sbb capati sdp,lmbut mkn panas2 cicah kuah sardin..Nasi goreng pn sdp jg..",positive
Capati dia lembut .. best,positive
Capati yang marvelous,positive
Tempat strategik..cuma parking kurang..tepi jalan..,negative
Sarapan pagi capati secara santai dihujung minggu dan pagi hari di sini terasa relex..,negative
"sedap,cepat dan murah..",positive
Boleh tahan,positive
Masakan panas dan gulai panas terbaik lah capati pon sedap..puas hati sgt,positive
Capati terbaik d kngar..,positive
sedap dan menarik,positive
Capati terrrrrbaekkkk di Kangaq,positive
Ok ja,positive
Saya suka makanan2 dkt sini. Semua sedap! Dan portion makanan bg saya sgt puas hati!    Waiter2 semua alert ya wlaupun ramai org. Harga sgt berpatutan. Mmg saya lock! Terima kasih semua!,positive
"Pelbagai menu makanan Ada disini , Yong tau foo memang terbaik , Ada juga western food , malays food , Dan pelbagai lagi , fasiliti lengkap kemudahan disediakan terbaik perkhidmatan terbaik layanan pekerja cemerlang",negative
"Love the yong tau fu, sos dia sedap banyak pilihan makanan cuma servis agak slow sebab ramai orang",positive
Ada pengalaman kurang memuaskan selepas makan di sini,negative
"Kedai paling teruk yg ada di perlis bad service, grab nk pickup makanan dari asar smpai maghrib tak siap2 lpstu siap air je dulu smpai cair air tu lps siap makanan tak lengkap semua, boleh pulak dia tnya tunggu apa lagi padahal tak lengkap smua order lagi!!",negative
Lembab,negative
"Service zero. Ambik order tak reti, org nk bayar pon x reti nk ke kaunter. Pekerja lain tengok saja sibuk bergosip dkt meja depan.",negative
Maaf rate untuk service kalini agak kecewa. Selalu dtg mkn sini tp ptg ni layanan staff tidak memuaskan Sebelum ni layanan staff amat memuaskan tetapi tidak untuk harini. Suami saya bertanya dekat adik yang tengah susun barang2 untuk yong tofu tp tidak diendahkan langsung padahal suami mengulang pertanyaan banyak kali dihadapan staff terbabit.staff tersebut hanya memandang kosong dan membiarkan suami tertanya2 tanpa dapat jawapan Padahal soalan suami hanya lah boleh dah ke pilih untuk membeli yong tofu Harap en kamarudin dpt memantau staff2 di kedai..terima kasih,negative
Cepat n makan pown pelbagai n sedap goreng2 ...yong tau foo sgt recommended ...,positive
Sejam tggu makanan sampai.. Order nasi putih + sup daging..sup daging samp..nasi putih stngah jam baru sampai.. Nsi goreng stngah jam tggu..makanan sy snri sejam bru samp..tp bgkus.. Sy ckap nk mkan sini bukan bgkus.. Dgan muka belagak irg keja dia jwab mna sy taw..sy mai hntaq ja.. Trus dia blah...say sorry apa pun dak.. Last jejak kaki kt sini!,negative
Customer kna jaga bila meniaga ni... Request nk tambah mangkuk plastik pakai buang pun kedekut.. X dapt sampai kesudah... Nk hirup juga sup tu.. Bila dh kaya raya sevis ke laut... Customer nk mai xpa tk mo mai pun xpa..,negative
"pekerja sangat tak ramah, tak ramai orang pon tapi terpaling busy, makanan itu ini takde padahal belum pukul 8 dah habis hm sangat laku keras. Laicikang rm5 tapi portion dalam mangkuk plastik kenduri   baru nak order makanan yg semua macam dah habis pon tak sempat sebab pekerja sangat busy dengan customer yang tak ramai bad food can be accepted but bad services is a BIG NO!!!",negative
"alot alot of choices!!! yong tau fu, nasi goreng, mee kari, mee rebus, satay, western food. Makan tenghari nasi campir pun best juga sini. Banyak pilihan lauk pauk masakan pun boleh tahan.",positive
Sedap jgk,positive
"first time dtg sini,byk pilihan makanan boleh pilih..yang nak bawak family memang sesuai sngat lah,tempat pon selesa,makanan punn sedap2 mmg berbaloi dengan harga paling best abc dia memang padu",positive
Beli nasi ayam penyet kali ni dapat ayam kecik macam ni ja. 12 ringit. Kalau tidak ayam sebelah peha.,negative
"Order bungkus.. Tggu lebih setengah jam.. Kita faham order panda masuk.. Xpe boleh tggu.. Sekali lebih setengah jam tggu rupa2 dh siap lama staff biar order atas meja x cari siapa customer yg order takeaway.. Servis out.. Jenis bila order dh siap customer kena pandai2 tahu sendiri.. Kang aq tnya bnyak kali nnt kata xsabar2 plak, korg plk yg stress.. Servis tu boleh dibaiki lg.. Rajin2 tgok tmpat letak order tu.. Kalau tgok dh lama sngat order tu atas meja cari laa owner nya.. Slalu panda kena sidai mknan xsiap.. Kali ni aq kena sidai tp mkanan dh siap",negative
"Sentiasa sedap. Tiap kali balik kampung, ni port klu dah xtau nk mkn apa. Yong taufu sup, bihun sup daging dgn nasi goreng seafood, top food here. Recommended!",positive
"Kena sidai geng... kondisi kedai xramai customer, bungkus 3 makanan..nasi gorg ikan masin, 2 koteaw tomyam.. sejam kena sidai..tu pn lepas 2 kali p tnya baru dpt mknn.. order laicikang nk minum smbil tggu order..stgh jam baru smpai.. highly not recomended klau kdai masih xtau nk brubah.. sudah beberapa kali kena sidai..",negative
Masakan panas sedap,positive
Terbaik yong tau fo sedap,positive
"Indah khabar dari rupa...sekadar boleh makan tapi servis sangat teruk...kami macam halimunan..kena panggil untuk datang ambil order...ais kacang dan lai chi kang sampai sudah tak dapat2...bila tanya, alasan : staf yang buat, keluar...tapi tak reti nak beritahu.",negative
Yong tau foo sedap. Ada pelbagai menu,positive
layanan bagus tempat selesa. pekerja mesra.,positive
Maaf tumpang tnya. .milo panas gelas dgn teh tarik gelas harga 4ringgit ke secawan. . Saya minum milo gelas dgn teh tarik gelas 4ringgit.,negative
Makan semua sedap2.. Mesti makan sini everytime datang Perlis.,positive
Kedai besar..meja bnyk..bagus..rasa makanan..biasa2.. service agak kurang sedikit..,negative
harga makan dekat sini mahal sgt..rasa tak sedap dah tgh lapar...yg betul sedap chiken chp szling..  yong tau foo  pun kuah tawar... sgt2 kecewa... jauh beza review yg org bagi..,negative
service sangat slow. sejam lebih weyh tunggu. dah la tengah lapar. orang yang baru sampai pon dah dapat makanan dulu dari kami. fries saja pon smpai sejam lebih baru sampai. nasi ayam penyet tu aku taktau lah ko penyet ape sampai lama sangat.,negative
Lauk makan tengahari banyak pilihan dan sedap,positive
Makanan sesap tapi servis lambat.,negative
Macam macam makanan ada,negative
Mcm2 ada.. mee sup sdp& kuah yong tau foo pum sdp,positive
"-TEMPAT OK LUAS -SERVICE ADA MASALAH ANTARA WAITER DENGAN TUKANG MASAK , SEBAB MAKANAN SAMPAI SEJUK MAKNANYA MAKANAN DAH SIAP LAMA TAPI LAMBAT HANTAR -RASA OKLAH BIASA2 YONG TAUFU JUGA BIASA2 SAHAJA OVEROLL OK2 SAHAJA .",negative
Yong tau tu paling sedap kat perlis. Kuah dia pekat elokkk,positive
Yong tau foo kuah sdp pedas. Abc pon sedap. Nak order grg2 dia kata lambat.. Order nasi aym.. Yak matt lg lambttt... Abc dh mkn 2 habis.. Tgu 1 jam lbh.. 3x tya.. Baru dpt nc ayam. Org lain dtg bgkus bleh dpt dlu..,negative
"tengah order thru foodpanda ni, 2 jam dah padahal order 4 meal yg sama ja niat nak permudah la siap order, apahal tah lama sangat ... tapi duk tgk still open dekat fp tu padahal order sedia ada pun berejam nak siapkan... niaga bagi ikhlas sikit jgn tamak amik order banyak2 tapi tak mampu nak siapkan... update: total masa diambik 2 jam 16 minit. tak termasuk masa rider hantar",negative
Sedap makan. Kena pi siang. Malam ramai,positive
Makanan kat sini memang terbaek... Selain yong tau foo ada jugak makanan goreng dan western,positive
Makanan sedap. Cuma kalau pergi waktu kebulur tu elakkan order makanan bergoreng. Sebab lambat nau. Sempat habis air dua gelas dulu baru makanan sampai.,negative
Makanan pelbagai. Tempat duduk banyak,negative
"peniaga yg bermula dari pasar malam dan sekarang dah buka kedai. dulu satu pintu, skrg dh 3 pintu. masakan favourite saya nasi goreng kampung. updated : dah tambah satu lagi cawangan di seriab,berdepan dengan IPK Kangar,Perlis",negative
Selalu menjadi pilihan bila tak ada idea.,negative
Berselera jgk bila mkn kt sini,negative
Bihun sup dh tak sesedap dulu..,positive
Yong tau Foo...terbaik dan memuaskan,positive
"kuah yong tau foo dia sedappp, jus mangga dia pun sedap",positive
Jus Mangga RM6 terbaikkk & paduuuu,positive
Service yg sgt cepat..mknan pun sdp..keep it up,positive
Service lambat sangat,negative
Menu istimewa nya Air Sampah Memang sedap baq hang Tapi orang kate laa Aku tak minum lagi Aku diet,negative
Chicken chip tak sedap.... Orng tak ramai .meja banyak koaong ..   Tapi kata goreng2 lambat . Sbb kalut dok ligan food panda.   Geram betoi .,negative
"Ada macam2 jenis makanan, yang goreng, western, nasik campur gulai kambing, sup daging/gearbox, mee kari, dan yang paling penting yong tau foo.. setakat dok makan tak pernah tak sedap  puas makan kat sini, cuma kekadang berebut parking ja",negative
Baguss...,positive
sedapp,positive
mcm2 mkanan ada,negative
Servis cepat dan makanan sedap,positive
Makanan menarik dan sedap,positive
"Harga okay, makanan sedap, pilihan banyak, servis laju, kedai selesa.",positive
Nasi goreng kampung: Saiz hidangan semakin kecil dan tiada disertai dengan sup.,negative
owner baik,positive
"harga terlalu mahal tak padan dengan makanan,tak la sedap sangat,boleh la... air buat cincai saja... cas mahal",negative
Sedap.. boleh mai pulak,positive
"Sedap, harga berpatutan, bukan utk pedas lover. Laici kang dia nit recommended",positive
YTF terbaik di perlis dgn harga bpatutan. Dgn koteow kerang n udg yg Best...,positive
Pelayan restoran tak mesra pelanggan!!!!!,negative
toke kedai terbaikkkkk,positive
Mungkin anak beranak tokey tu kena senyum sikit laa ngn customer.. makanan sedap dah..TQ..jgn terasa,negative
"masakan sedap sedap tapi untuk cashier kiraan biar betol yaa . sbb wang yg sepatunya dipulangkan tak mencukupi . tak kisah sgt pon tp tulah klau terjadi dekat org lain takut nanti disangka penipu . so lepasni hati hati , harga dan pulangan wang baki sebaiknya dikira dengan betol okay",negative
Sedap dia punya yong tau fu. Kuah pedas dia sedap.,positive
Sllu lepak minum2 ja kt sni..Ada caw kedua kt Kangar Jaya tp xpnah la lg lepak stu,positive
"Memang terbaik, makanan dia pun sedap.orang pun ramai.",positive
Servis agak lambat. Kalau boleh jangan buat orang tunggu makanan lama.,negative
"Yong tau foo best  Koewteow goreng best, nasi goreng pun best",positive
Bihun sup padu,positive
Lambattttttt,negative
"Makanan yang sedap,harga berpatutan tapi masa menunggu agak lama",positive
